WeatherScenario,Iteration,Sum of ENShours
WS14,Sample 2,0
WS14,Sample 3,0
WS14,Sample 4,0
WS14,Sample 5,0
WS14,Sample 6,0
WS14,Sample 7,0
WS14,Sample 8,0
WS14,Sample 9,0
WS15,Sample 1,0
WS15,Sample 10,0
WS15,Sample 2,0
WS15,Sample 3,0
WS15,Sample 4,0
WS15,Sample 5,0
WS15,Sample 6,0
WS15,Sample 7,0
WS15,Sample 8,0
WS15,Sample 9,0
WS16,Sample 1,0
WS16,Sample 10,0
WS16,Sample 2,0
WS16,Sample 3,0
WS16,Sample 4,0
WS16,Sample 5,0
WS16,Sample 6,0
WS16,Sample 7,0
WS16,Sample 8,0
WS16,Sample 9,0
WS17,Sample 1,0
WS17,Sample 10,0
WS17,Sample 2,0
WS17,Sample 3,0
WS17,Sample 4,0
WS17,Sample 5,0
WS17,Sample 6,0
WS17,Sample 7,0
WS17,Sample 8,0
WS17,Sample 9,0
WS18,Sample 1,0
WS18,Sample 10,0
WS18,Sample 2,0
WS18,Sample 3,0
WS18,Sample 4,0
WS18,Sample 5,0
WS18,Sample 6,0
WS18,Sample 7,0
WS18,Sample 8,0
WS18,Sample 9,0
WS19,Sample 1,0
WS19,Sample 10,0
WS19,Sample 2,0
WS19,Sample 3,0
WS19,Sample 4,0
WS19,Sample 5,0
WS19,Sample 6,0
WS19,Sample 7,0
WS19,Sample 8,0
WS19,Sample 9,0
WS20,Sample 1,0
WS20,Sample 10,0
WS20,Sample 2,0
WS20,Sample 3,0
WS20,Sample 4,0
WS20,Sample 5,0
WS20,Sample 6,0
WS20,Sample 7,0
WS20,Sample 8,0
WS20,Sample 9,0
WS21,Sample 1,0
WS21,Sample 10,0
WS21,Sample 2,0
WS21,Sample 3,0
WS21,Sample 4,0
WS21,Sample 5,0
WS21,Sample 6,0
WS21,Sample 7,0
WS21,Sample 8,0
WS21,Sample 9,0
WS22,Sample 1,0
WS22,Sample 10,0
WS22,Sample 2,0
WS22,Sample 3,0
WS22,Sample 4,0
WS22,Sample 5,0
WS22,Sample 6,0
WS22,Sample 7,0
WS22,Sample 8,0
WS22,Sample 9,0
WS23,Sample 1,0
WS23,Sample 10,0
WS23,Sample 2,0
WS23,Sample 3,0
WS23,Sample 4,0
WS23,Sample 5,0
WS23,Sample 6,0
WS23,Sample 7,0
WS23,Sample 8,0
WS23,Sample 9,0
WS24,Sample 1,0
WS24,Sample 10,0
WS24,Sample 2,0
WS24,Sample 3,0
WS24,Sample 4,0
WS24,Sample 5,0
WS24,Sample 6,0
WS24,Sample 7,0
WS24,Sample 8,0
WS24,Sample 9,0
WS25,Sample 1,0
WS25,Sample 10,0
WS25,Sample 2,0
WS25,Sample 3,0
WS25,Sample 4,0
WS25,Sample 5,0
WS25,Sample 6,0
WS25,Sample 7,0
WS25,Sample 8,0
WS25,Sample 9,0
WS26,Sample 1,0
WS26,Sample 10,0
WS26,Sample 2,0
WS26,Sample 3,0
WS26,Sample 4,0
WS26,Sample 5,0
WS26,Sample 6,0
WS26,Sample 7,0
WS26,Sample 8,0
WS26,Sample 9,0
WS27,Sample 1,0
WS27,Sample 10,0
WS27,Sample 2,0
WS27,Sample 3,0
WS27,Sample 4,0
WS27,Sample 5,0
WS27,Sample 6,0
WS27,Sample 7,0
WS27,Sample 8,0
WS27,Sample 9,0
WS28,Sample 1,0
WS28,Sample 10,0
WS28,Sample 2,0
WS28,Sample 3,0
WS28,Sample 4,0
WS28,Sample 5,0
WS28,Sample 6,0
WS28,Sample 7,0
WS28,Sample 8,0
WS28,Sample 9,0
WS29,Sample 1,0
WS29,Sample 10,0
WS29,Sample 2,0
WS29,Sample 3,0
WS29,Sample 4,0
WS29,Sample 5,0
WS29,Sample 6,0
WS29,Sample 7,0
WS29,Sample 8,0
WS29,Sample 9,0
WS30,Sample 1,0
WS30,Sample 10,0
WS30,Sample 2,0
WS30,Sample 3,0
WS30,Sample 4,0
WS30,Sample 5,0
WS30,Sample 6,0
WS30,Sample 7,0
WS30,Sample 8,0
WS30,Sample 9,0
WS31,Sample 1,0
WS31,Sample 10,0
WS31,Sample 2,0
WS31,Sample 3,0
WS31,Sample 4,0
WS31,Sample 5,0
WS31,Sample 6,0
WS31,Sample 7,0
WS31,Sample 8,0
WS31,Sample 9,0
WS32,Sample 1,16
WS32,Sample 10,20
WS32,Sample 2,18
WS32,Sample 3,22
WS32,Sample 4,21
WS32,Sample 5,21
WS32,Sample 6,20
WS32,Sample 7,13
WS32,Sample 8,13
WS32,Sample 9,20
WS33,Sample 1,0
WS33,Sample 10,0
WS33,Sample 2,0
WS33,Sample 3,0
WS33,Sample 4,0
WS33,Sample 5,0
WS33,Sample 6,0
WS33,Sample 7,0
WS33,Sample 8,0
WS33,Sample 9,0
WS34,Sample 1,0
WS34,Sample 10,0
WS34,Sample 2,0
WS34,Sample 3,0
WS34,Sample 4,0
WS34,Sample 5,0
WS34,Sample 6,0
WS34,Sample 7,0
WS34,Sample 8,0
WS34,Sample 9,0
WS35,Sample 1,0
WS35,Sample 10,0
WS35,Sample 2,0
WS35,Sample 3,0
WS35,Sample 4,0
WS35,Sample 5,0
WS35,Sample 6,0
WS35,Sample 7,0
WS35,Sample 8,0
WS35,Sample 9,0
WS36,Sample 1,0
WS36,Sample 10,0
WS36,Sample 2,0
WS36,Sample 3,0
WS36,Sample 4,0
WS36,Sample 5,0
WS36,Sample 6,0
WS36,Sample 7,0
WS36,Sample 8,0
WS36,Sample 9,0
